X,Y,id
-0.061087416,51.3417075,167141
-0.060361361,51.34103989,167142
-0.059946717,51.3422711,167143
-0.059784017,51.34288783,167144
-0.059746805,51.34052066,167145
-0.040666029,51.6795688,167146
-0.040965685,51.68164615,167147
-0.041404633,51.68124709,167148
-0.040880596,51.68108591,167149
-0.040819715,51.68096953,167150
-0.040312263,51.68104099,167151
-0.039790853,51.68004645,167152
-0.039787887,51.67998183,167153
-0.039869674,51.67966077,167154
-0.038238869,51.67984476,167155
-0.038345183,51.68080988,167156
-0.039459425,51.6809725,167157
-0.038551123,51.68027469,167158
-0.038196511,51.68050924,167159
-0.038193342,51.68078779,167160
-0.036991361,51.68153928,167161
-0.038166507,51.68015199,167162
-0.037397221,51.68073206,167163
-0.036829202,51.68050291,167164
-0.036548056,51.6793978,167165
-0.036787213,51.682241,167166
-0.035891204,51.68033405,167167
-0.035756889,51.68134951,167168
-0.034952566,51.68021028,167169
-0.035248361,51.68023143,167170
-0.03533647,51.68147109,167171
-0.035349835,51.67928738,167172
-0.034698932,51.68012365,167173
-0.034199458,51.67996589,167174
-0.03420427,51.68018983,167175
-0.0345781,51.68100682,167176
-0.04101532,51.66638334,167177
-0.041406476,51.66539062,167178
-0.04151767,51.66438438,167179
-0.040680278,51.66482303,167180
-0.041370803,51.66525139,167181
-0.040445752,51.66377184,167182
-0.039682136,51.66419242,167183
-0.040713456,51.66515875,167184
-0.039978914,51.66481516,167185
-0.040208213,51.66336301,167186
-0.038740179,51.66369084,167187
-0.038669516,51.6661026,167188
-0.039480522,51.66468869,167189
-0.039457276,51.6648491,167190
-0.039382959,51.66489036,167191
-0.038286072,51.66590654,167192
-0.038314465,51.66366028,167193
-0.038324552,51.66370493,167194
-0.037854624,51.66415807,167195
-0.038139565,51.66466325,167196
-0.038101611,51.66364587,167197
-0.03784617,51.66582926,167198
-0.036821917,51.66494364,167199
-0.03670107,51.66418355,167200
-0.0362231,51.66445425,167201
-0.036746998,51.66557649,167202
-0.036204247,51.6657111,167203
-0.036044628,51.66344498,167204
-0.036134937,51.66560825,167205
-0.035926883,51.66562352,167206
-0.034625463,51.66540442,167207
-0.04108546,51.67103547,167208
-0.041988825,51.66981481,167209
-0.041402914,51.66923582,167210
-0.041739537,51.66820988,167211
-0.041764383,51.66794379,167212
-0.041569046,51.66829964,167213
-0.04146171,51.66835246,167214
-0.039175837,51.66819589,167215
-0.041324201,51.66905181,167216
-0.041308617,51.66920732,167217
-0.039949069,51.66899751,167218
-0.041243058,51.66965977,167219
-0.041181443,51.66981297,167220
-0.041117489,51.66995085,167221
-0.040524813,51.66988939,167222
-0.04100169,51.67025301,167223
-0.040818445,51.67125997,167224
-0.040667616,51.67089961,167225
-0.040635619,51.67100842,167226
-0.040099393,51.67176169,167227
-0.040213384,51.66982224,167228
-0.040413954,51.67020565,167229
-0.039724332,51.6713452,167230
-0.039184265,51.67162962,167231
-0.0399914,51.67191956,167232
-0.03893235,51.67161222,167233
-0.038293567,51.67115707,167234
-0.038261167,51.67175989,167235
-0.038435151,51.6716051,167236
-0.037870148,51.67158782,167237
-0.037881333,51.67119394,167238
-0.041458165,51.67466039,167239
-0.040854435,51.67249046,167240
-0.041546033,51.67360784,167241
-0.04108177,51.67616428,167242
-0.03934517,51.67409382,167243
-0.03967723,51.67585491,167244
-0.039677285,51.67594116,167245
-0.038729065,51.67560681,167246
-0.039336463,51.67267095,167247
-0.038403168,51.67613339,167248
-0.039073939,51.67298016,167249
-0.037106589,51.67298508,167250
-0.038961828,51.67314386,167251
-0.037361946,51.67620025,167252
-0.038388864,51.67379966,167253
-0.037226141,51.6735444,167254
-0.038290203,51.67390558,167255
-0.038316014,51.67387198,167256
-0.038041348,51.67708062,167257
-0.038144084,51.6740728,167258
-0.038064213,51.67473857,167259
-0.038051965,51.67452807,167260
-0.037951673,51.67405867,167261
-0.038166072,51.6738529,167262
-0.037924703,51.67430122,167263
-0.037937649,51.67421561,167264
-0.037736459,51.67445632,167265
-0.037539637,51.67528824,167266
-0.037218329,51.67513021,167267
-0.037079465,51.67497207,167268
-0.036914553,51.67511162,167269
-0.03352524,51.68210253,167270
-0.033518332,51.68219023,167271
-0.038681231,51.68233498,167272
-0.039590339,51.68233718,167273
-0.033460113,51.68234403,167275
-0.043442055,51.66789926,167276
-0.044531951,51.66705626,167277
-0.04457034,51.6641477,167278
-0.04428515,51.66542802,167279
-0.044055702,51.66409791,167280
-0.044262096,51.66454837,167281
-0.044173479,51.66640443,167282
-0.044059391,51.66515945,167283
-0.044078524,51.66478537,167284
-0.041750675,51.66461273,167285
-0.043452318,51.66590392,167286
-0.043329345,51.66639605,167287
-0.043958836,51.66680956,167288
-0.043317321,51.66763467,167289
-0.043905916,51.66510345,167290
-0.043894025,51.66539587,167291
-0.043722608,51.66537293,167292
-0.042834793,51.66550237,167293
-0.043549837,51.66565974,167294
-0.043355037,51.66593243,167295
-0.042991582,51.6666293,167296
-0.043172107,51.66638168,167297
-0.04302284,51.66638727,167298
-0.042188095,51.66625151,167299
-0.042850304,51.66657314,167300
-0.042538194,51.66697108,167301
-0.042544545,51.66696874,167302
-0.042327412,51.66748993,167303
-0.04224629,51.66734664,167304
-0.042076035,51.66734699,167305
-0.041535581,51.6655345,167306
-0.045811342,51.66912693,167307
-0.045872254,51.66867226,167308
-0.044673606,51.66810897,167309
-0.045863601,51.66807954,167310
-0.045725845,51.67089246,167311
-0.045116181,51.67054936,167312
-0.045711502,51.67029023,167313
-0.045242004,51.66911412,167314
-0.045764187,51.66917545,167315
-0.043461977,51.66917883,167316
-0.043734953,51.67123788,167317
-0.045103005,51.67265363,167318
-0.045209381,51.66834243,167319
-0.045069835,51.66887215,167320
-0.045040276,51.66871395,167321
-0.044657127,51.66901322,167322
-0.044462806,51.67299422,167323
-0.043313496,51.66823841,167324
-0.043001039,51.67014845,167325
-0.043966987,51.66963148,167326
-0.04286469,51.67127344,167327
-0.043843033,51.67262341,167328
-0.043636377,51.66979707,167329
-0.041309517,51.67079268,167330
-0.043167568,51.66942758,167331
-0.042311202,51.67181665,167332
-0.042409153,51.66980856,167333
-0.042140974,51.66845398,167334
-0.041799996,51.66835549,167335
-0.041927422,51.66776804,167336
-0.041862364,51.66791545,167337
-0.040669651,51.68230015,167338
-0.039755504,51.68191214,167339
-0.048823852,51.6732038,167340
-0.048636871,51.67291911,167341
-0.048323283,51.6730302,167342
-0.048299186,51.67286749,167343
-0.04823251,51.67275647,167344
-0.048197854,51.67240405,167345
